0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.00162448018892 0.0222787973889 -0.0113402878775 -0.04 -0.00839666495771 0.0249528854819 -0.0146623726613 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0018822748866 0.046112957519 -0.0208166062411 -0.08 -0.0108393360039 0.0501674952419 -0.0324877271326 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0028734713636 0.0756528011013 -0.0234551498985 -0.12 0.00855958889123 0.0763422127905 -0.0619161453103 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00762921761379 0.105192644684 -0.0260936935559 -0.16 0.0279585137864 0.102516930339 -0.091344563488 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.012384963864 0.134732488266 -0.0287322372133 -0.2 0.0473574386815 0.128691647888 -0.120772981666 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0171407101142 0.164272331848 -0.0313707808706 -0.24 0.0667563635767 0.154866365436 -0.150201399843 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0218964563644 0.193812175431 -0.034009324528 -0.28 0.0861552884719 0.181041082985 -0.179629818021 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0266522026146 0.223352019013 -0.0366478681854 -0.32 0.105554213367 0.207215800534 -0.209058236199 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0314079488648 0.252891862596 -0.0392864118428 -0.36 0.124953138262 0.233390518082 -0.238486654377 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0361636951149 0.282431706178 -0.0419249555002 -0.4 0.144352063157 0.259565235631 -0.267915072554 0.0 0.0 0.0 0.0
